reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,cleaned_review,emotion_rule,emotion_pred
A2ICM7KTGP9ZN2,B00IZ1ZE0C,Jagman,"[0, 0]",These are great.  Fit snugly and look great.  Still shows off the nice design of the iPhone.  Wife and daughter have already dropped their phones and cases work.,5.0,Very nice.,1404086400,"06 30, 2014",these are great  fit snugly and look great  still shows off the nice design of the iphone  wife and daughter have already dropped their phones and cases work,joy,joy
A5TKLXLIR9R8W,B005SKGJX4,Darren Ramsey,"[0, 0]","They fit just fine. Make sure you clean your phone screen thoroughly though, otherwise you'll have dust and junk inside your screen protector.",5.0,They fit.,1383091200,"10 30, 2013",they fit just fine make sure you clean your phone screen thoroughly though otherwise youll have dust and junk inside your screen protector,joy,joy
A38OCDJQOAQ2XG,B00FF54C8Q,P. McGuire,"[0, 0]","This battery came in packaging that rivals Apple Products. I had a coworker recommend this product to me so I tried it out for my Note 3. Figured having an extra battery would be a good thing for my overseas trip coming up. I was surprised to know that Anker is a company founded by Googlers --- explains the nice packaging and above average reviews. Figured, can't go wrong with that, right? I've used the battery for awhile now - and several more coworkers have purchased the same battery. Battery performs as well if not better than the stock Samsung battery - it &#34;feels&#34; like it charges faster too. I tried doing several &#34;scientific&#34; tests comparing drain/charge times but there are just too many factors to make it &#34;scientific&#34; so I gave up - I do know that charge times APPEAR to be faster and drain times are identical if not a little better than stock. I highly recommend this product to anyone with a Note 3 - 2 of my coworkers with Note 3s bought this very battery and have positive things to say as well.",5.0,Loving This Battery,1403481600,"06 23, 2014",this battery came in packaging that rivals apple products i had a coworker recommend this product to me so i tried it out for my note  figured having an extra battery would be a good thing for my overseas trip coming up i was surprised to know that anker is a company founded by googlers  explains the nice packaging and above average reviews figured cant go wrong with that right ive used the battery for awhile now  and several more coworkers have purchased the same battery battery performs as well if not better than the stock samsung battery  it feels like it charges faster too i tried doing several scientific tests comparing draincharge times but there are just too many factors to make it scientific so i gave up  i do know that charge times appear to be faster and drain times are identical if not a little better than stock i highly recommend this product to anyone with a note    of my coworkers with note s bought this very battery and have positive things to say as well,joy,joy
A22OR6KZ54RVMJ,B0041ST5L2,"B. Rodriguez ""BRodal""","[0, 0]","My son wanted the white 4s for the holidays.  This cover is perfect because he wanted the ""white"" look and it barely looks like there is a cover on the phone.  Sturdy enough.  Not a heavy duty protector so if you're in construction or going to be rough with the phone, this won't work for you, but for regular use should do the job :-)",5.0,Perfect for the white iPhone!,1325376000,"01 1, 2012",my son wanted the white s for the holidays  this cover is perfect because he wanted the white look and it barely looks like there is a cover on the phone  sturdy enough  not a heavy duty protector so if youre in construction or going to be rough with the phone this wont work for you but for regular use should do the job ,joy,joy
A1R40GMSF4NJ1J,B00993E7PI,John J.,"[0, 0]","This is a simple piece of rubber/silicone that covers the back of the phone and the 2 side edges.  For $1 more, I found the MiniSuit Clipster Combo Case with Kick Stand + Holster Belt Clip for Apple iPhone 5 (AT&T;, Verizon, Sprint and Unlocked Models)- Blackto offer more protection along with a usable holster.",3.0,Simple cover for the back side of the iphone,1373068800,"07 6, 2013",this is a simple piece of rubbersilicone that covers the back of the phone and the  side edges  for  more i found the minisuit clipster combo case with kick stand  holster belt clip for apple iphone  att verizon sprint and unlocked models blackto offer more protection along with a usable holster,joy,joy
A1X2565QOA6CGC,B00GA9K38E,Jim,"[0, 0]",I received my 15' USB cable today and unwrapped it. I was excited to see if it would carry the signal as well as the shorter cables. It works great. and now I can leave my Tablet plugged in and work with it while it is plugged in. What a great convenience.The cable looks well built not some cheap cable so I think it will last a long time.,5.0,Great cable at a great price,1399507200,"05 8, 2014",i received my  usb cable today and unwrapped it i was excited to see if it would carry the signal as well as the shorter cables it works great and now i can leave my tablet plugged in and work with it while it is plugged in what a great conveniencethe cable looks well built not some cheap cable so i think it will last a long time,joy,joy
A3RY2I3XYSJ5YF,B0097MB2OK,Mr. DR,"[0, 0]","Bought it for the wife, replacing a similar case like this one. I doubt this one will last any longer then the previous case. These are extremely crappy built phone cases, I would not recommend this for every day use. This is great for when your going out, when you only need ID and Cash/Credit Card on you.",3.0,It's okay,1395014400,"03 17, 2014",bought it for the wife replacing a similar case like this one i doubt this one will last any longer then the previous case these are extremely crappy built phone cases i would not recommend this for every day use this is great for when your going out when you only need id and cashcredit card on you,joy,joy
A2Z28TUHMG07KU,B009CFX998,Jeff,"[1, 1]","I was a little hesitant at first, most tempered glass screen protectors cost a lot more.  I also hate putting these things on.  I have to say this is an excellent product.  It's very easy to install.  You literally line it up drop it on give it a little rub and there you go.  They claim no bubbles and providing you've cleaned the screen prier to installing it you will see no bubbles.  I messed up the first time but it peels off with no residue and you can put it back on again.  I did manage to break it on the bottom completely my fault but they sent another in 3 days.  Customer service is the best.  The clarity and smoothness is amazing.  Wait till you show people pictures they are so clear.  All 4 of us in my family have a tech glass now.  Jeff  says get one you'll be glad you did",5.0,Don't think about it ... Just buy it,1403740800,"06 26, 2014",i was a little hesitant at first most tempered glass screen protectors cost a lot more  i also hate putting these things on  i have to say this is an excellent product  its very easy to install  you literally line it up drop it on give it a little rub and there you go  they claim no bubbles and providing youve cleaned the screen prier to installing it you will see no bubbles  i messed up the first time but it peels off with no residue and you can put it back on again  i did manage to break it on the bottom completely my fault but they sent another in  days  customer service is the best  the clarity and smoothness is amazing  wait till you show people pictures they are so clear  all  of us in my family have a tech glass now  jeff  says get one youll be glad you did,joy,joy
APMYPD97EHUUZ,B004QWOSLK,"John H. Gruver ""brainactiv""","[9, 13]","... and it's the first set of BlueTooth headphones to work correctly with my 2011 17"" MacBook Pro. I have bought and triedSony Ericsson Hi-Fi Bluetooth Stereo Headset with FM RadioandLG Tone - HBS-700 Wireless Bluetooth Stereo Headset - Retail Packaging - Black/Orange. Both those lose connection while I'm working out on myNordicTrack Sequoia Skier (Ski Machine). Even more importantly, both those are extremely difficult to make the connection in the first place. In fact, I actually got so frustrated with the HBS-700s I smashed 'em with a mallet!My MBP is about 30-feet away in the living room, while I'm working out in the bedroom, both on the 2nd floor. I took the S10-HD out of the package, charged them fully (per manual), set the MBP to connect via BlueTooth, turned on the S10-HD holding down the power button until the blue light became steady, and they connected. I am able to walk all over the house, including on the 1st floor!!!! No breaking-up of connection, works perfectly! They are a bit tight, but they do not fall off. I wore them for 1.5-hours yesterday during my workout and not problems.I bought the S10-HD refurbished from woot.com for thirteen bucks!!!! Wish I'd bought fifty of 'em.",5.0,Works for me...,1335484800,"04 27, 2012", and its the first set of bluetooth headphones to work correctly with my   macbook pro i have bought and triedsony ericsson hifi bluetooth stereo headset with fm radioandlg tone  hbs wireless bluetooth stereo headset  retail packaging  blackorange both those lose connection while im working out on mynordictrack sequoia skier ski machine even more importantly both those are extremely difficult to make the connection in the first place in fact i actually got so frustrated with the hbss i smashed em with a malletmy mbp is about feet away in the living room while im working out in the bedroom both on the nd floor i took the shd out of the package charged them fully per manual set the mbp to connect via bluetooth turned on the shd holding down the power button until the blue light became steady and they connected i am able to walk all over the house including on the st floor no breakingup of connection works perfectly they are a bit tight but they do not fall off i wore them for hours yesterday during my workout and not problemsi bought the shd refurbished from wootcom for thirteen bucks wish id bought fifty of em,joy,joy
A31XHOCG62WJH4,6073894996,"Jose v ""Jose velez""","[0, 0]",it works great i like i can charge two thing at the same now i dont have to wait for my to finish charging her phone,5.0,charger,1381795200,"10 15, 2013",it works great i like i can charge two thing at the same now i dont have to wait for my to finish charging her phone,joy,joy
AHC0SXCUU8HMC,B0088U4YAG,Sultan-Nasser,"[0, 0]",This device is excellent .I can charge my nexus 5 and the galaxy 10.1 together .With a compact design and powerful output you will not regret..5 stars all the way,5.0,suberb device,1387065600,"12 15, 2013",this device is excellent i can charge my nexus  and the galaxy  together with a compact design and powerful output you will not regret stars all the way,sad,joy
A12EVK82QUTSA6,B00BE68IYE,Allen C. Huffman,"[0, 0]","I already have &#34;no name&#34; USB chargers that cost a fraction of what this Belkin does, but I am always afraid to leave them plugged in unattended. There have been so many reports of batteries and other electronics catching fire (sometimes from name brand companies) that I really don't trust off brand stuff. Hopefully, the expense of this Belkin produces a better quality product (yet, even Sony had problems with its batteries at one point, and they are a huge name brand).This charger comes with a micro USB cable, and charges quickly with 2.1 amps of power. That is enouhg juice to charge an iPad (if you use your iPad USB cable). It also doesn't seem to warm up very much.Pros:include cable is decent length and good qualitycharger doesn't overheatname brandCons:tall form factor means it covers the next power outlet in a power strippricyI still unplug it when not charging (since these things suck power even when not in use), but I'm far less paranoid about a fire than I am with some of the $5 chargers ordered from China.",4.0,Runs cool. Charges fast - even an iPad (with iPad cable).,1397692800,"04 17, 2014",i already have no name usb chargers that cost a fraction of what this belkin does but i am always afraid to leave them plugged in unattended there have been so many reports of batteries and other electronics catching fire sometimes from name brand companies that i really dont trust off brand stuff hopefully the expense of this belkin produces a better quality product yet even sony had problems with its batteries at one point and they are a huge name brandthis charger comes with a micro usb cable and charges quickly with  amps of power that is enouhg juice to charge an ipad if you use your ipad usb cable it also doesnt seem to warm up very muchprosinclude cable is decent length and good qualitycharger doesnt overheatname brandconstall form factor means it covers the next power outlet in a power strippricyi still unplug it when not charging since these things suck power even when not in use but im far less paranoid about a fire than i am with some of the  chargers ordered from china,joy,joy
A10C84Y38RT22P,B00CR6O2EA,PeoplePhobic,"[0, 0]",On my galaxy note 2 the HDMI and the USB input did not work. It only charged the phone. I wanted to give this to my dad to use in his RV but judging from this experience and the other reviews it looks like I will need to spring for the official dock.,1.0,Only charged phone. HDMI and USB did not work.,1392076800,"02 11, 2014",on my galaxy note  the hdmi and the usb input did not work it only charged the phone i wanted to give this to my dad to use in his rv but judging from this experience and the other reviews it looks like i will need to spring for the official dock,joy,joy
A2WXURU33RBGQS,B001SEAOC6,"Julio C. Montiel ""Julio Montiel Silva""","[2, 2]","I loved the way Nokia designed its first mobile touchscreen phone. The purchase was a gift for my wife secretly. She was impressed when she discovered the multimedia experience and web browsing it has. Of course, the OVI share experience to upload all her photos and receive comments from her friends and family, was what made her happy. This smartphone has everything required for a practical use of email, e-mail account wizards settings are very easily to use, and with the OVI suite you can have it all in one place. Multitask System Symbian 5th Edition is really the strength of this model, which allows to do many things at once. The only detail known is the battery consumption.",4.0,Great Nokia Mobile Phone: Great Experience!!,1251158400,"08 25, 2009",i loved the way nokia designed its first mobile touchscreen phone the purchase was a gift for my wife secretly she was impressed when she discovered the multimedia experience and web browsing it has of course the ovi share experience to upload all her photos and receive comments from her friends and family was what made her happy this smartphone has everything required for a practical use of email email account wizards settings are very easily to use and with the ovi suite you can have it all in one place multitask system symbian th edition is really the strength of this model which allows to do many things at once the only detail known is the battery consumption,joy,joy
AVKKR0GKEWFM6,B00GSJBAPG,tatujim,"[0, 1]",These cases work great but are too bulky...I keep my phone in my pocket most of the time and these cases are too big.,3.0,Looks good,1375920000,"08 8, 2013",these cases work great but are too bulkyi keep my phone in my pocket most of the time and these cases are too big,joy,joy
A2HO63B7M3CK57,B009CMJ3LE,Bigfoot,"[0, 0]",This is not a Premium item.  It is very poorly made. I bought several thinking I would wear them out.  I have gone through these things like they were made of paper.  The belt loops are barely sewn on and break loose with the slightest binding like catching the holster on a car seat or office chair.,1.0,Poor not Premium,1391731200,"02 7, 2014",this is not a premium item  it is very poorly made i bought several thinking i would wear them out  i have gone through these things like they were made of paper  the belt loops are barely sewn on and break loose with the slightest binding like catching the holster on a car seat or office chair,anger,joy
A369E3SLQ3UBUX,B00979IUUW,king kris,"[2, 2]","its good, no instructions just comes in a lil envolope and all you do is peel it off and place it on ur phone hold it down for a little and its good to go and u gota diffrent colors to change to and give some to close friends enjoy this alot just becareful becasue the button does stick out after u put this on and when its in ur pocket in tight pants it hold down the home button and turns on siri!",5.0,good,1359763200,"02 2, 2013",its good no instructions just comes in a lil envolope and all you do is peel it off and place it on ur phone hold it down for a little and its good to go and u gota diffrent colors to change to and give some to close friends enjoy this alot just becareful becasue the button does stick out after u put this on and when its in ur pocket in tight pants it hold down the home button and turns on siri,joy,joy
A3TLZJVX40WJOV,B0013G8PTS,"William J. Campbell ""W.J.C.""","[0, 0]","I am very pleased with this product as I own both iPhones and iPad.  I travel frequently, and on long trips and the extra power comes in very handy. I will surely do business with this company again!",5.0,My Review,1342569600,"07 18, 2012",i am very pleased with this product as i own both iphones and ipad  i travel frequently and on long trips and the extra power comes in very handy i will surely do business with this company again,neutral,joy
A27TNXW05PZP5D,B00A9LVA0Y,Patzi,"[0, 0]",.Perfect! Fits like a glove and is beautiful to boot! Great feel and makes the phone slide in your pocket without any effort,5.0,Just what an iPhone deserves,1390867200,"01 28, 2014",perfect fits like a glove and is beautiful to boot great feel and makes the phone slide in your pocket without any effort,joy,joy
A3OI181W103L8,B007TV88F2,Arthur Gerhart,"[0, 0]",We use this on our frequent long trips to keep two Ipads and 3 Iphones charged.  It works great for all of them.,5.0,Works great,1357862400,"01 11, 2013",we use this on our frequent long trips to keep two ipads and  iphones charged  it works great for all of them,joy,joy
AFR4PDPFKCAY0,B00DJZZ9W2,Pete,"[0, 0]",Sturdy. Works as I need it. EZ access to charge. nice stand. I am pleased with it. A bit pricey.,5.0,Nice fit,1381104000,"10 7, 2013",sturdy works as i need it ez access to charge nice stand i am pleased with it a bit pricey,joy,joy
A2P569CM75RRH0,B009A5EIWC,Johnna-rae,"[0, 0]",I love this adapter and i would bought one for all me friends if they had a iPhone 5 great price great product,5.0,adapter,1371254400,"06 15, 2013",i love this adapter and i would bought one for all me friends if they had a iphone  great price great product,joy,joy
A2DB3W4GWFLJIA,B008CAXGXS,twilightstar,"[0, 0]","Looks very little like the the picture. The one I received is a black on the outside and the same shape. That's were the similarities end. The inside is not black canvas material as pictured but a brown cheap fake leather material. The metal piece is dingy and has no logo. The stitching is only OK. The cuts for the surround a of poor slightly jagged quality and the pockets for cards are not cut in straight line. Also the lanyard is supper cheap. I will go back and look into purchasing one like the one this one was going to be replacing. Very, very disappointed.",1.0,Worst Case Ever,1383868800,"11 8, 2013",looks very little like the the picture the one i received is a black on the outside and the same shape thats were the similarities end the inside is not black canvas material as pictured but a brown cheap fake leather material the metal piece is dingy and has no logo the stitching is only ok the cuts for the surround a of poor slightly jagged quality and the pockets for cards are not cut in straight line also the lanyard is supper cheap i will go back and look into purchasing one like the one this one was going to be replacing very very disappointed,joy,joy
A1GCC33SRWJD4S,B00136GT0U,"Chaya Einhorn ""Chaya Einhorn""","[0, 0]",I've replaced this a few times from different sources and I don't find these rings go on properly. I've had others try as well and they couldn't get it to fit right either.,2.0,having a hard time getting the ring on,1353542400,"11 22, 2012",ive replaced this a few times from different sources and i dont find these rings go on properly ive had others try as well and they couldnt get it to fit right either,neutral,joy
A1TE3PJPPZKDTI,B005G22I9S,Krista L Miller,"[0, 0]",I liked this case except it didn't cover as much of the phone as I like. It was very stylish,3.0,Pretty but not dependable,1380758400,"10 3, 2013",i liked this case except it didnt cover as much of the phone as i like it was very stylish,anger,joy
A3OFU3VH162YC5,B005SUHPO6,Kim,"[0, 0]","This is a good product and would recommend it, but it makes your Iphone very heavy, and very bulky.  It does work completely though.",3.0,OtterBox,1386720000,"12 11, 2013",this is a good product and would recommend it but it makes your iphone very heavy and very bulky  it does work completely though,joy,joy
A22K36X80X815R,B003Y74AZ2,"Abe Vigoda ""part-time inventor""","[3, 5]","Any iPhone4 owner needs to put a case on their phone due to the antenna problem. Buy this for that reason and for a better grip on the phone.I do not recommend this case for protection purposes, as it is extremely flimsy.Thank you.",2.0,Minimal,1298160000,"02 20, 2011",any iphone owner needs to put a case on their phone due to the antenna problem buy this for that reason and for a better grip on the phonei do not recommend this case for protection purposes as it is extremely flimsythank you,joy,joy
A6VPK7X53QNAQ,B003TO53Z6,"AmazonDiva ""Keep Calm and Carry On.""","[0, 0]","This case was nice while it lasted, it did protect my iPhone despite dropping it from upto 4ft several times. However, the fabric backing just peeled off after 4 months, beneath it there was white sticky tape, and below that just cheap black plastic. So it's completely unusable now. Be warned that the fabric backing collects dirt and stains more than a plastic or gel case although it also makes the phone more slip resistant. One other point is that this 2 piece case snaps onto the phone and is very hard to remove unless you wrestle with it. There are videos on youtube telling you how to remove the case, that's how hard it is!Not worth the price in my opinion.",2.0,Protected my phone but did not last long,1299110400,"03 3, 2011",this case was nice while it lasted it did protect my iphone despite dropping it from upto ft several times however the fabric backing just peeled off after  months beneath it there was white sticky tape and below that just cheap black plastic so its completely unusable now be warned that the fabric backing collects dirt and stains more than a plastic or gel case although it also makes the phone more slip resistant one other point is that this  piece case snaps onto the phone and is very hard to remove unless you wrestle with it there are videos on youtube telling you how to remove the case thats how hard it isnot worth the price in my opinion,joy,joy
A6QG9LM5WL0AQ,B00CLDD4PC,"C. Irish ""Read On!""","[3, 3]","In our heat wave of brown outs and long power outages, this high capacity power backup has been a real life saver for charging all of my gadgets from my phone to Kindle Fire. It's so easy to use that even if the power isn't out or I am not on an outing, I sometimes just use it to charge my electronics.This is a high quality, sturdy, sleek looking high capacity charger that comes with different sized adapters to make charging all Android devices fast and simple (very cool for kids with iPods). It comes with a nice pouch carrier to keep it all in.There are indicator lights on the unit to let you know when it is fully charged (as well as emptied of power) and it will not over charge and ruin your phone or tablet.This charger has the added bonus of being a flashlight for when you really are in trouble and have no light (as in a power outage).I love this back up battery because of the size and the adapters that make it simple to charge most any device on the go. It's a convenient size to carry while traveling and it's nice looking and sturdy and well made.I was sent this product to test and review. If I was to purchase a back up battery, I would definitely choose this one for its ease of use, quality and the ability to easily charge all my gadgets with the use of the many adapters.",5.0,Life Saver!,1373068800,"07 6, 2013",in our heat wave of brown outs and long power outages this high capacity power backup has been a real life saver for charging all of my gadgets from my phone to kindle fire its so easy to use that even if the power isnt out or i am not on an outing i sometimes just use it to charge my electronicsthis is a high quality sturdy sleek looking high capacity charger that comes with different sized adapters to make charging all android devices fast and simple very cool for kids with ipods it comes with a nice pouch carrier to keep it all inthere are indicator lights on the unit to let you know when it is fully charged as well as emptied of power and it will not over charge and ruin your phone or tabletthis charger has the added bonus of being a flashlight for when you really are in trouble and have no light as in a power outagei love this back up battery because of the size and the adapters that make it simple to charge most any device on the go its a convenient size to carry while traveling and its nice looking and sturdy and well madei was sent this product to test and review if i was to purchase a back up battery i would definitely choose this one for its ease of use quality and the ability to easily charge all my gadgets with the use of the many adapters,joy,joy
A3JAW5FSK9G1EC,B006DS46FI,terismith985,"[0, 0]",they were easy to apply and a fraction of the ones bought at the verizon store.  they do protect phone from scratches,5.0,better than Verizon,1378252800,"09 4, 2013",they were easy to apply and a fraction of the ones bought at the verizon store  they do protect phone from scratches,joy,joy
A2FG90RW53W8WS,B001CEJS74,Hello,"[2, 2]","We have an iPhone 3gs and the anti-glare with the otterbox is a must have.  If you have an outterbox and you have the air bubble/water mark, then you NEED this product.  I purchased mine from the Apple Store where the employee installed the protector on my phone along with spraying the phone's screen with a cleaner prior to installing the protector on the phone.  We have this protector along with the otterbox protector and the screen is flawless.  The screen is beautiful and it does not look as if a protector is on the phone.  Truly, you cannot go wrong with this protector but you will go wrong without a protector!  The phone NEEDS a protector on the screen and this is the right product.  Prior to purchasing this we had the regular iphone screen protector (non-glare) on the phone along with the otterbox and it did not rid the water mark look from the screen.  Whether you are using the otterbox or not, your phone screen NEEDS to be protected!The screen protector that we purchased from the Apple Store does cover the 3gs phone without any problems and the air bubbles came out without any problems!  It appears that he did not remove the white backing from the screen protector and he rubbed that white backing while the sticky part was on the phone's screen.  He rubbed it several times, removed the white backing and the protector was set.There is no glare on the phone and really, there is not a problem with this screen protector!If you have a 3g or 3gs iphone, make sure the front of the package reads, 3g/3gs because if you buy it without that specification on the front, then you will probably be buying the screen protector for the original iphone and that protector does not completely cover the 3g phones.Simply put, protect your phone!",5.0,Otterbox Companion!!!,1253923200,"09 26, 2009",we have an iphone gs and the antiglare with the otterbox is a must have  if you have an outterbox and you have the air bubblewater mark then you need this product  i purchased mine from the apple store where the employee installed the protector on my phone along with spraying the phones screen with a cleaner prior to installing the protector on the phone  we have this protector along with the otterbox protector and the screen is flawless  the screen is beautiful and it does not look as if a protector is on the phone  truly you cannot go wrong with this protector but you will go wrong without a protector  the phone needs a protector on the screen and this is the right product  prior to purchasing this we had the regular iphone screen protector nonglare on the phone along with the otterbox and it did not rid the water mark look from the screen  whether you are using the otterbox or not your phone screen needs to be protectedthe screen protector that we purchased from the apple store does cover the gs phone without any problems and the air bubbles came out without any problems  it appears that he did not remove the white backing from the screen protector and he rubbed that white backing while the sticky part was on the phones screen  he rubbed it several times removed the white backing and the protector was setthere is no glare on the phone and really there is not a problem with this screen protectorif you have a g or gs iphone make sure the front of the package reads ggs because if you buy it without that specification on the front then you will probably be buying the screen protector for the original iphone and that protector does not completely cover the g phonessimply put protect your phone,joy,joy
A27KTLDSBWXNED,B004VJZJ7U,"David C. Filmer ""David Filmer""","[3, 4]","This is a fantastic accessory at a fantastic price.  It has a huge range of motion - it can be easily adjusted, but stays in place.  When I go offroad, some tracks are so bumpy that the motion sensors in my phone get all mixed up, and the phone switches from vert. to horz. - but the cradle does not budge.I have a Droid-X, which has a bulge at the top, so it is one of the ""worst case"" phones to use in a mount like this, but it is held very securely.  The elastic safety strap absolutely assures that the phone will not get loose.Great accessory and an excellent value.  Don't think the low price means an inferior product - there is no reason to spend more for a smartphone mount.",5.0,Very well made - holds phone securely and stays in place,1316131200,"09 16, 2011",this is a fantastic accessory at a fantastic price  it has a huge range of motion  it can be easily adjusted but stays in place  when i go offroad some tracks are so bumpy that the motion sensors in my phone get all mixed up and the phone switches from vert to horz  but the cradle does not budgei have a droidx which has a bulge at the top so it is one of the worst case phones to use in a mount like this but it is held very securely  the elastic safety strap absolutely assures that the phone will not get loosegreat accessory and an excellent value  dont think the low price means an inferior product  there is no reason to spend more for a smartphone mount,joy,joy
A2TMFC9O3ZCNKE,B008VOPF8O,Prisoner zero,"[0, 1]","Nice features, easy to setup. Bought it as a gift and the recipient was able to set it up and use it quickly and easily.  Has a nice feel and build quality. Only thing it could use are added mounting features. The clip is nice but does have it's limitations.",4.0,Easy to use,1365811200,"04 13, 2013",nice features easy to setup bought it as a gift and the recipient was able to set it up and use it quickly and easily  has a nice feel and build quality only thing it could use are added mounting features the clip is nice but does have its limitations,joy,joy
A3UR2N0ATGBCU8,B00JJ2C0S0,X. Chen,"[0, 1]",The cheapest 5 port 1 plug usb charger around. Works great with everything I plugged in to.Pro:PriceEase of useCon:None.Gonna buy more this for coming holidays.,5.0,"Great item, at a great price.",1402444800,"06 11, 2014",the cheapest  port  plug usb charger around works great with everything i plugged in topropriceease of useconnonegonna buy more this for coming holidays,joy,joy
A38Z49JP51XS3M,B00BW6GH76,W. A. Cicora,"[0, 0]","This case looks terrific on my S4, the bright red back matches the color's of my workplace and the fit and finish are excellent. Many of my coworkers ask about this case when I pull it out. This is a two piece case that is made so well there is hardly a feelable line between the red hard case and the black tpc along the top and bottom which is remarkable. The only minor drawback is that my very old cassette adaptor's cord in my car is a little to fat to fit into the headphone port, but all my other headphones and headsets work fine.",5.0,Awesomely Sharp Case.,1386288000,"12 6, 2013",this case looks terrific on my s the bright red back matches the colors of my workplace and the fit and finish are excellent many of my coworkers ask about this case when i pull it out this is a two piece case that is made so well there is hardly a feelable line between the red hard case and the black tpc along the top and bottom which is remarkable the only minor drawback is that my very old cassette adaptors cord in my car is a little to fat to fit into the headphone port but all my other headphones and headsets work fine,joy,joy
A33ONX5UUGH8RR,B0088VUXTQ,"PumpedUp ""Dennis""","[0, 0]",this works great. i have only used 2 of the 3 batteries and they work great. serves a dual purpose.,5.0,awesome,1373241600,"07 8, 2013",this works great i have only used  of the  batteries and they work great serves a dual purpose,joy,joy
A1Y2D2EDIHXHN6,B007Y80ZF6,ReignH,"[0, 0]",I've bought many non apple cables and this by far is the best. I haven't had problems with the connector falling out of the port like the Belkin and it has lasted longer than the other generic brands out there.,5.0,Product as Described,1360368000,"02 9, 2013",ive bought many non apple cables and this by far is the best i havent had problems with the connector falling out of the port like the belkin and it has lasted longer than the other generic brands out there,joy,joy
A1MJZAV7WH0LC7,B005E06WE4,Life Adventurist,"[1, 1]","Comparing it to the plastic hard case from Verizon - info that would have helped me when I was looking at cases. :)I got the Droid 3 when it first came out and cases were limited, so I got the pricey Verizon plastic fitted case. It worked fine, but once removed one of the little 'tabs' broke on the top piece. I found this Holster case and decided to try it out - it's awesome! It's like the pricey plastic fitted hard case but better! It fits the same way, but it's easier to 'grip' and I'm less likely to drop it when carrying other things. The case is much 'sturdier' compared to the plastic case and the case fits snugly but goes on easily (much easier than the plastic case had). The keyboard slides out perfectly and feels 'tight' and more controlled than it did without it. It fits in the holster nicely and is easy to remove when I need it. The holster clips on me easily and is also easy to remove. The little case stand works great too!Overall, this is the best case I've had for any phone (and I've had many!). HIGHLY recommend it!Editing to add on July 2nd, 2012: I still LOVE THIS CASE. I've had to remove it a few times now, it's simple to remove and put back on and doesn't break! The case is super strong so dropping it truly protects it. And the little 'stand' is amazing! I have to see if they make this case for Ipod Touch and hope they make it for other phones for when I get a new one next year. I would honestly miss the case more than the phone.",5.0,Fits my Droid 3 perfectly!,1330041600,"02 24, 2012",comparing it to the plastic hard case from verizon  info that would have helped me when i was looking at cases i got the droid  when it first came out and cases were limited so i got the pricey verizon plastic fitted case it worked fine but once removed one of the little tabs broke on the top piece i found this holster case and decided to try it out  its awesome its like the pricey plastic fitted hard case but better it fits the same way but its easier to grip and im less likely to drop it when carrying other things the case is much sturdier compared to the plastic case and the case fits snugly but goes on easily much easier than the plastic case had the keyboard slides out perfectly and feels tight and more controlled than it did without it it fits in the holster nicely and is easy to remove when i need it the holster clips on me easily and is also easy to remove the little case stand works great toooverall this is the best case ive had for any phone and ive had many highly recommend itediting to add on july nd  i still love this case ive had to remove it a few times now its simple to remove and put back on and doesnt break the case is super strong so dropping it truly protects it and the little stand is amazing i have to see if they make this case for ipod touch and hope they make it for other phones for when i get a new one next year i would honestly miss the case more than the phone,joy,joy
